epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
56,train,50000,16,-15.6875,-19,-5,0.1,2800000,1000000,-0.25608,0.0045091876773004965,700000,19927.654924,321.03196399999797,155.74773108885915
56,test,10000,2,-18.0,-19,-17,0.05,2800000,1000000,-0.245876,0.0045091876773004965,700000,19966.226416999998,38.55696899999748,259.35648624249103
57,train,50000,16,-15.625,-21,-3,0.1,2850000,1000000,-0.308765,0.0044848737455529513,712500,20275.644705,309.41479099999924,161.59537764308146
57,test,10000,3,-18.333333333333332,-20,-17,0.05,2850000,1000000,-0.314941,0.0044848737455529513,712500,20314.514879,38.85611099999733,257.35977540317117
58,train,50000,16,-17.25,-21,-6,0.1,2900000,1000000,-0.201348,0.0044617667749539507,725000,20627.066805,312.54842599999756,159.97520972958088
58,test,10000,2,-18.0,-21,-15,0.05,2900000,1000000,-0.200078,0.0044617667749539507,725000,20666.313743,39.23272499999803,254.88925380535008
59,train,50000,17,-16.823529411764707,-20,-4,0.1,2950000,1000000,-0.298184,0.0044454256099811474,737500,20988.041772,321.7248409999993,155.41230774903113
59,test,10000,2,-18.0,-20,-16,0.05,2950000,1000000,-0.306114,0.0044454256099811474,737500,21026.900373,38.841474000000744,257.45675872135564
60,train,50000,14,-14.571428571428571,-20,-7,0.1,3000000,1000000,-0.237272,0.004425426102748738,750000,21346.655157999998,319.7513229999968,156.3715187505276
60,test,10000,2,-16.0,-17,-15,0.05,3000000,1000000,-0.238894,0.004425426102748738,750000,21386.581016,39.91215100000045,250.55026475520918
61,train,50000,16,-17.0625,-21,-9,0.1,3050000,1000000,-0.264714,0.0044076703292499422,762500,21703.696707,317.11196199999904,157.67301770849045
61,test,10000,2,-18.0,-19,-17,0.05,3050000,1000000,-0.275092,0.0044076703292499422,762500,21742.9112,39.194565999998304,255.13740858874246
62,train,50000,16,-16.6875,-20,-9,0.1,3100000,1000000,-0.320268,0.0043891603051822792,775000,22066.868581,323.9534019999992,154.3431854436896
62,test,10000,2,-18.0,-19,-17,0.05,3100000,1000000,-0.329962,0.0043891603051822792,775000,22106.327917,39.44473099999959,253.51928499652092
63,train,50000,15,-16.933333333333337,-20,-7,0.1,3150000,1000000,-0.311562,0.0043682892431047681,787500,22451.977573,345.64626900000076,144.65655927563301
63,test,10000,2,-15.5,-16,-15,0.05,3150000,1000000,-0.311185,0.0043682892431047681,787500,22497.868215,45.87346500000058,217.9909453101019
64,train,50000,14,-16.142857142857142,-21,-5,0.1,3200000,1000000,-0.370519,0.0043486793029410562,800000,22856.815673,358.9397370000006,139.29914926081287
64,test,10000,2,-19.0,-19,-19,0.05,3200000,1000000,-0.359759,0.0043486793029410562,800000,22897.19153,40.360130000000936,247.76927130808966
65,train,50000,14,-15.357142857142858,-21,-6,0.1,3250000,1000000,-0.341935,0.0043314876724339611,812500,23215.023642,317.8284050000002,157.31759406463362
65,test,10000,2,-18.0,-19,-17,0.05,3250000,1000000,-0.334772,0.0043314876724339611,812500,23256.497149,41.45937799999956,241.19995239677996
66,train,50000,12,-15.666666666666668,-19,-13,0.1,3300000,1000000,-0.324473,0.0043120175621003546,825000,23577.999904,321.49909900000057,155.52143118136675
66,test,10000,2,-20.0,-21,-19,0.05,3300000,1000000,-0.320111,0.0043120175621003546,825000,23618.321036,40.30697700000019,248.0960058106058
67,train,50000,13,-13.307692307692308,-18,-5,0.1,3350000,1000000,-0.279226,0.0042906471208466529,837500,23942.576924,324.2515910000002,154.20124800559566
67,test,10000,2,-18.0,-18,-18,0.05,3350000,1000000,-0.280695,0.0042906471208466529,837500,23984.070097,41.4790009999997,241.08584485918726
68,train,50000,13,-15.153846153846153,-19,-6,0.1,3400000,1000000,-0.227851,0.0042677912938485245,850000,24315.469098999998,331.39526099999784,150.87723297286476
68,test,10000,2,-14.5,-17,-12,0.05,3400000,1000000,-0.231075,0.0042677912938485245,850000,24358.007101,42.52077300000019,235.17916760356061
69,train,50000,13,-16.92307692307692,-20,-15,0.1,3450000,1000000,-0.240099,0.0042507210295313494,862500,24682.940186,324.92917300000045,153.8796887283492
69,test,10000,2,-14.0,-14,-14,0.05,3450000,1000000,-0.230305,0.0042507210295313494,862500,24725.430979,42.47607100000096,235.42667117210004
70,train,50000,13,-16.0,-19,-12,0.1,3500000,1000000,-0.234544,0.0042342585142483838,875000,25055.596582,330.1612979999991,151.4411298443591
70,test,10000,3,-17.666666666666668,-21,-15,0.05,3500000,1000000,-0.236832,0.0042342585142483838,875000,25097.187289999998,41.576922000000195,240.51804508279744
71,train,50000,13,-15.0,-19,-8,0.1,3550000,1000000,-0.224219,0.0042156255447328619,887500,25427.006837,329.8157119999996,151.5998122005784
71,test,10000,1,-9.0,-9,-9,0.05,3550000,1000000,-0.223675,0.0042156255447328619,887500,25468.81275,41.79174000000057,239.281733663156
72,train,50000,15,-15.133333333333331,-21,-2,0.1,3600000,1000000,-0.173952,0.0041963660211996245,900000,25793.171336,324.3548269999992,154.15216866804982
72,test,10000,2,-19.0,-21,-17,0.05,3600000,1000000,-0.180714,0.0041963660211996245,900000,25833.65436,40.465485000000626,247.12418496898889
73,train,50000,12,-13.583333333333334,-18,0,0.1,3650000,1000000,-0.283706,0.004174594880198816,912500,26205.346974,371.68851500000164,134.52124018413585
73,test,10000,1,-17.0,-17,-17,0.05,3650000,1000000,-0.276713,0.004174594880198816,912500,26247.731103,42.366674999997485,236.03457198377248
74,train,50000,11,-13.000000000000002,-21,-3,0.1,3700000,1000000,-0.227194,0.0041524252555137746,925000,26572.381059,324.64573200000086,154.01403767722985
74,test,10000,1,-7.0,-7,-7,0.05,3700000,1000000,-0.238147,0.0041524252555137746,925000,26615.539879,43.142087000000174,231.7922171915318
75,train,50000,14,-15.642857142857144,-20,-6,0.1,3750000,1000000,-0.255146,0.0041317351007082352,937500,26939.992193,324.44840399999885,154.1077082937359
75,test,10000,2,-15.5,-16,-15,0.05,3750000,1000000,-0.264062,0.0041317351007082352,937500,26982.209817,42.200160000000324,236.96592619553869
76,train,50000,13,-15.615384615384617,-20,-11,0.1,3800000,1000000,-0.209776,0.004112659367273089,950000,27308.298414,326.0848790000018,153.33431023644528
76,test,10000,2,-15.5,-17,-14,0.05,3800000,1000000,-0.22007,0.004112659367273089,950000,27351.513516,43.20016599999872,231.48059199588022
77,train,50000,11,-13.90909090909091,-20,-1,0.1,3850000,1000000,-0.276645,0.0040934535275389461,962500,27677.973007,326.45559400000275,153.1601875383994
77,test,10000,2,-15.0,-16,-14,0.05,3850000,1000000,-0.283624,0.0040934535275389461,962500,27721.353908,43.3658600000017,230.5961417575855
78,train,50000,11,-16.454545454545457,-19,-13,0.1,3900000,1000000,-0.180098,0.004074276205475633,975000,28053.322775,331.96410200000173,150.61869551184103
78,test,10000,3,-17.666666666666668,-19,-15,0.05,3900000,1000000,-0.177765,0.004074276205475633,975000,28096.083843,42.74587600000086,233.94069640776104
79,train,50000,13,-17.46153846153846,-21,-14,0.1,3950000,1000000,-0.197123,0.0040544727122930908,987500,28421.463426,325.3760689999981,153.66833877386443
79,test,10000,2,-16.5,-17,-16,0.05,3950000,1000000,-0.193047,0.0040544727122930908,987500,28465.13191,43.65321799999947,229.07818617175306
80,train,50000,11,-14.727272727272727,-21,-12,0.1,4000000,1000000,-0.188897,0.0040340632792940723,1000000,28793.133439999998,327.9952619999967,152.4412264223515
80,test,10000,2,-17.0,-19,-15,0.05,4000000,1000000,-0.192149,0.0040340632792940723,1000000,28834.720567,41.571921000002476,240.54697881292049
81,train,50000,10,-13.5,-18,-8,0.1,4050000,1000000,-0.16769,0.0040153297188735308,1012500,29161.442238,326.7178329999988,153.0372540148434
81,test,10000,2,-18.0,-18,-18,0.05,4050000,1000000,-0.174247,0.0040153297188735308,1012500,29203.081026,41.625159999999596,240.23931679782365
82,train,50000,12,-14.833333333333332,-21,-2,0.1,4100000,1000000,-0.250462,0.0039981242533835473,1025000,29535.001669,331.9167630000011,150.6401772181655
82,test,10000,1,-9.0,-9,-9,0.05,4100000,1000000,-0.251652,0.0039981242533835473,1025000,29575.506192,40.48724399999992,246.99137338170067
83,train,50000,13,-14.307692307692305,-20,-5,0.1,4150000,1000000,-0.222515,0.0039824274209482122,1037500,29917.516563999998,342.00627699999677,146.19614715434147
83,test,10000,1,-13.0,-13,-13,0.05,4150000,1000000,-0.226023,0.0039824274209482122,1037500,29960.158397,42.62634999999864,234.59667553051855
84,train,50000,11,-13.909090909090908,-21,-3,0.1,4200000,1000000,-0.158788,0.0039643005317363316,1050000,30290.014188999998,329.8514989999967,151.5833644885164
84,test,10000,1,-16.0,-16,-16,0.05,4200000,1000000,-0.168638,0.0039643005317363316,1050000,30331.039585,41.010691999999835,243.83885060998338
85,train,50000,12,-12.916666666666666,-17,-4,0.1,4250000,1000000,-0.20265,0.0039451462151862456,1062500,30660.134557999998,329.09102899999925,151.93364629821045
85,test,10000,2,-14.0,-19,-9,0.05,4250000,1000000,-0.196279,0.0039451462151862456,1062500,30702.374866,42.22498099999939,236.82663113572852
86,train,50000,14,-16.000000000000004,-21,-9,0.1,4300000,1000000,-0.168765,0.0039269956494223553,1075000,31028.311021999998,325.93185900000026,153.4062983391874
86,test,10000,2,-13.5,-15,-12,0.05,4300000,1000000,-0.168918,0.0039269956494223553,1075000,31077.867136,49.538658000001305,201.86255348297357
87,train,50000,11,-13.727272727272727,-16,-10,0.1,4350000,1000000,-0.142415,0.0039103148332518102,1087500,31405.463198999998,327.5892449999992,152.63016342310053
87,test,10000,3,-18.333333333333332,-19,-18,0.05,4350000,1000000,-0.150396,0.0039103148332518102,1087500,31448.286642,42.80584799999997,233.61293998894746
